Width_x,Breadth_y,height_z,Pore_dia,Margin,No_holes_w,No_holes_b,No_holes_h,Shape_no,Porosity,Pore_area,Solid_volume,Volume,Total Surface Area,STL_file_name,shape_name
5,7,9,0.8,1,2,3,4,3,9.722350356,0.415692194,284.3745964,315,557.903914,structure_TRI_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_1.4000000000000001x1.2999999999999996x1.2666666666666664_outthick_1.0.stl,TRI
5,7,9,0.8,1,2,3,4,4,14.34412623,0.42058489,269.8160024,315,556.2756449,structure_PENTAGON_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_1.4000000000000001x1.2999999999999996x1.2666666666666664_outthick_1.0.stl,PENTAGON
5,7,9,0.8,1,2,3,4,5,16.89576604,0.32,261.778337,315,559.7630181,structure_DIAMOND_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_1.4000000000000001x1.2999999999999996x1.2666666666666664_outthick_1.0.stl,DIAMOND
5,7,9,0.8,1,2,3,4,6,18.28087618,0.277128129,257.41524,315,559.0826763,structure_HEXAGON_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_1.4000000000000001x1.2999999999999996x1.2666666666666664_outthick_1.0.stl,HEXAGON
5,7,9,0.8,0.5,2,3,4,1,26.73777602,0.64,230.7760055,315,612.3999958,structure_SQUARE_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,SQUARE
5,7,9,0.8,0.5,2,3,4,2,21.60505883,0.502654825,246.9440647,315,556.7916239,structure_CIRCLE_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,CIRCLE
5,7,9,0.8,0.5,2,3,4,3,9.722350231,0.415692194,284.3745968,315,557.9039123,structure_TRI_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,TRI
5,7,9,0.8,0.5,2,3,4,4,14.34412587,0.42058489,269.8160035,315,556.2756457,structure_PENTAGON_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,PENTAGON
5,7,9,0.8,0.5,2,3,4,5,16.89576716,0.32,261.7783334,315,559.7630253,structure_DIAMOND_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,DIAMOND
5,7,9,0.8,0.5,2,3,4,6,18.28087562,0.277128129,257.4152418,315,559.0826771,structure_HEXAGON_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,HEXAGON
5,7,9,0.8,1,2,3,4,1,26.73777652,0.64,230.776004,315,612.399997,structure_SQUARE_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_1.4000000000000001x1.2999999999999996x1.2666666666666664_outthick_1.0.stl,SQUARE
5,7,9,0.8,1,2,3,4,2,21.60501858,0.502654825,246.9441915,315,556.7908716,structure_CIRCLE_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_1.4000000000000001x1.2999999999999996x1.2666666666666664_outthick_1.0.stl,CIRCLE
5,7,9,0.8,1,2,3,4,3,9.722350356,0.415692194,284.3745964,315,557.903914,structure_TRI_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_1.4000000000000001x1.2999999999999996x1.2666666666666664_outthick_1.0.stl,TRI
5,7,9,0.8,1,2,3,4,4,14.34412623,0.42058489,269.8160024,315,556.2756449,structure_PENTAGON_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_1.4000000000000001x1.2999999999999996x1.2666666666666664_outthick_1.0.stl,PENTAGON
5,7,9,0.8,1,2,3,4,5,16.89576604,0.32,261.778337,315,559.7630181,structure_DIAMOND_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_1.4000000000000001x1.2999999999999996x1.2666666666666664_outthick_1.0.stl,DIAMOND
5,7,9,0.8,1,2,3,4,6,18.28087618,0.277128129,257.41524,315,559.0826763,structure_HEXAGON_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_1.4000000000000001x1.2999999999999996x1.2666666666666664_outthick_1.0.stl,HEXAGON
5,7,9,0.8,0.5,2,3,4,1,26.73777602,0.64,230.7760055,315,612.3999958,structure_SQUARE_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,SQUARE
5,7,9,0.8,0.5,2,3,4,2,21.60505883,0.502654825,246.9440647,315,556.7916239,structure_CIRCLE_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,CIRCLE
5,7,9,0.8,0.5,2,3,4,3,9.722350231,0.415692194,284.3745968,315,557.9039123,structure_TRI_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,TRI
5,7,9,0.8,0.5,2,3,4,4,14.34412587,0.42058489,269.8160035,315,556.2756457,structure_PENTAGON_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,PENTAGON
5,7,9,0.8,0.5,2,3,4,5,16.89576716,0.32,261.7783334,315,559.7630253,structure_DIAMOND_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,DIAMOND
5,7,9,0.8,0.5,2,3,4,6,18.28087562,0.277128129,257.4152418,315,559.0826771,structure_HEXAGON_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,HEXAGON
5,7,9,0.8,1,2,3,3,1,22.79618977,0.64,243.1920022,315,572.0799981,structure_SQUARE_cube_5.00x7.00x9.00_holes2x3x3_pore0.800_thick_1.4000000000000001x1.2999999999999996x2.3_outthick_1.0.stl,SQUARE
5,7,9,0.8,1,2,3,3,2,18.35739558,0.502654825,257.1742039,315,521.5122123,structure_CIRCLE_cube_5.00x7.00x9.00_holes2x3x3_pore0.800_thick_1.4000000000000001x1.2999999999999996x2.3_outthick_1.0.stl,CIRCLE
5,7,9,0.8,1,2,3,3,3,8.182531614,0.415692194,289.2250254,315,517.3636199,structure_TRI_cube_5.00x7.00x9.00_holes2x3x3_pore0.800_thick_1.4000000000000001x1.2999999999999996x2.3_outthick_1.0.stl,TRI
5,7,9,0.8,1,2,3,3,4,12.12952335,0.42058489,276.7920014,315,518.2937483,structure_PENTAGON_cube_5.00x7.00x9.00_holes2x3x3_pore0.800_thick_1.4000000000000001x1.2999999999999996x2.3_outthick_1.0.stl,PENTAGON
5,7,9,0.8,1,2,3,3,5,14.30220695,0.32,269.9480481,315,521.9213971,structure_DIAMOND_cube_5.00x7.00x9.00_holes2x3x3_pore0.800_thick_1.4000000000000001x1.2999999999999996x2.3_outthick_1.0.stl,DIAMOND
5,7,9,0.8,1,2,3,3,6,15.49219491,0.277128129,266.199586,315,521.9649301,structure_HEXAGON_cube_5.00x7.00x9.00_holes2x3x3_pore0.800_thick_1.4000000000000001x1.2999999999999996x2.3_outthick_1.0.stl,HEXAGON
5,7,9,0.8,0.5,2,3,4,1,26.73777602,0.64,230.7760055,315,612.3999958,structure_SQUARE_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,SQUARE
5,7,9,0.8,0.5,2,3,4,2,21.60505883,0.502654825,246.9440647,315,556.7916239,structure_CIRCLE_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,CIRCLE
5,7,9,0.8,0.5,2,3,4,3,9.722350231,0.415692194,284.3745968,315,557.9039123,structure_TRI_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,TRI
5,7,9,0.8,0.5,2,3,4,4,14.34412587,0.42058489,269.8160035,315,556.2756457,structure_PENTAGON_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,PENTAGON
5,7,9,0.8,0.5,2,3,4,5,16.89576716,0.32,261.7783334,315,559.7630253,structure_DIAMOND_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,DIAMOND
5,7,9,0.8,0.5,2,3,4,6,18.28087562,0.277128129,257.4152418,315,559.0826771,structure_HEXAGON_cube_5.00x7.00x9.00_holes2x3x4_pore0.800_thick_2.4000000000000004x1.7999999999999996x1.5999999999999999_outthick_0.5.stl,HEXAGON
5,5,5,0.2,1,4,-1,-1,1,6.860801154,0.04,116.4239986,125,307.440011,structure_SQUARE_cube_5.00x1.00x1.00_holes4x-1x-1_pore0.200_thick_0.7333333333333334x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,SQUARE
5,5,5,0.2,1,4,-1,-1,2,5.437772817,0.031415927,118.202784,125,275.9997269,structure_CIRCLE_cube_5.00x1.00x1.00_holes4x-1x-1_pore0.200_thick_0.7333333333333334x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,CIRCLE
5,5,5,0.2,1,4,-1,-1,3,2.337205945,0.017320508,122.0784926,125,261.6895187,structure_TRIANGLE_cube_5.00x1.00x1.00_holes4x-1x-1_pore0.200_thick_0.7333333333333334x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,TRIANGLE
5,5,5,0.2,1,4,-1,-1,4,3.532800604,0.02,120.5839992,125,267.5527706,structure_DIAMOND_cube_5.00x1.00x1.00_holes4x-1x-1_pore0.200_thick_0.7333333333333334x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,DIAMOND
5,5,5,0.2,1,4,-1,-1,5,4.183398637,0.026286556,119.7707517,125,271.0944287,structure_PENTAGON_cube_5.00x1.00x1.00_holes4x-1x-1_pore0.200_thick_0.7333333333333334x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,PENTAGON
5,5,5,0.2,1,4,-1,-1,6,4.552210322,0.025980762,119.3097371,125,272.6223055,structure_HEXAGON_cube_5.00x1.00x1.00_holes4x-1x-1_pore0.200_thick_0.7333333333333334x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,HEXAGON
5,5,5,0.5,1,3,-1,-1,1,21.6,0.25,98,125,325.5,structure_SQUARE_cube_5.00x1.00x1.00_holes3x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,SQUARE
5,5,5,0.5,1,3,-1,-1,2,17.38058546,0.196349541,103.2742682,125,294.1795253,structure_CIRCLE_cube_5.00x1.00x1.00_holes3x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,CIRCLE
5,5,5,0.5,1,3,-1,-1,3,7.733940084,0.108253175,115.3325749,125,289.9488779,structure_TRIANGLE_cube_5.00x1.00x1.00_holes3x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,TRIANGLE
5,5,5,0.5,1,3,-1,-1,4,11.475,0.125,110.65625,125,291.212094,structure_DIAMOND_cube_5.00x1.00x1.00_holes3x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,DIAMOND
5,5,5,0.5,1,3,-1,-1,5,13.53317218,0.164290973,108.0835348,125,293.7054938,structure_PENTAGON_cube_5.00x1.00x1.00_holes3x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,PENTAGON
5,5,5,0.5,1,3,-1,-1,6,14.66235162,0.162379763,106.6720605,125,293.9408735,structure_HEXAGON_cube_5.00x1.00x1.00_holes3x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,HEXAGON
5,5,5,0.8,1,2,-1,-1,1,24.16640062,0.64,94.79199922,125,265.2000006,structure_SQUARE_cube_5.00x1.00x1.00_holes2x-1x-1_pore0.800_thick_1.4000000000000001x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,SQUARE
5,5,5,0.8,1,2,-1,-1,2,19.48816865,0.502654825,100.6397892,125,245.290686,structure_CIRCLE_cube_5.00x1.00x1.00_holes2x-1x-1_pore0.800_thick_1.4000000000000001x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,CIRCLE
5,5,5,0.8,1,2,-1,-1,3,8.721031475,0.277128129,114.0987107,125,246.1772046,structure_TRIANGLE_cube_5.00x1.00x1.00_holes2x-1x-1_pore0.800_thick_1.4000000000000001x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,TRIANGLE
5,5,5,0.8,1,2,-1,-1,4,12.90240029,0.32,108.8719996,125,245.5010231,structure_DIAMOND_cube_5.00x1.00x1.00_holes2x-1x-1_pore0.800_thick_1.4000000000000001x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,DIAMOND
5,5,5,0.8,1,2,-1,-1,5,15.20690509,0.42058489,105.9913686,125,246.5553293,structure_PENTAGON_cube_5.00x1.00x1.00_holes2x-1x-1_pore0.800_thick_1.4000000000000001x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,PENTAGON
5,5,5,0.8,1,2,-1,-1,6,16.46445012,0.415692194,104.4194374,125,246.2562793,structure_HEXAGON_cube_5.00x1.00x1.00_holes2x-1x-1_pore0.800_thick_1.4000000000000001x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,HEXAGON
5,5,5,1.1,1,2,-1,-1,1,41.04319965,1.21,73.69600044,125,268.8000001,structure_SQUARE_cube_5.00x1.00x1.00_holes2x-1x-1_pore1.100_thick_0.7999999999999998x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,SQUARE
5,5,5,1.1,1,2,-1,-1,2,33.56196026,0.950331778,83.04754967,125,252.4093709,structure_CIRCLE_cube_5.00x1.00x1.00_holes2x-1x-1_pore1.100_thick_0.7999999999999998x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,CIRCLE
5,5,5,1.1,1,2,-1,-1,3,15.59801245,0.523945369,105.5024844,125,267.5326357,structure_TRIANGLE_cube_5.00x1.00x1.00_holes2x-1x-1_pore1.100_thick_0.7999999999999998x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,TRIANGLE
5,5,5,1.1,1,2,-1,-1,4,22.65119985,0.605,96.68600019,125,260.5530467,structure_DIAMOND_cube_5.00x1.00x1.00_holes2x-1x-1_pore1.100_thick_0.7999999999999998x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,DIAMOND
5,5,5,1.1,1,2,-1,-1,5,26.58575601,0.795168307,91.76780499,125,259.8114948,structure_PENTAGON_cube_5.00x1.00x1.00_holes2x-1x-1_pore1.100_thick_0.7999999999999998x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,PENTAGON
5,5,5,1.1,1,2,-1,-1,6,28.65461233,0.785918054,89.18173458,125,257.7345268,structure_HEXAGON_cube_5.00x1.00x1.00_holes2x-1x-1_pore1.100_thick_0.7999999999999998x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,HEXAGON
10,10,10,0.2,1,10,-1,-1,1,10.40000172,0.04,895.9999828,1000,2496.000124,structure_SQUARE_cube_10.00x1.00x1.00_holes10x-1x-1_pore0.200_thick_0.6666666666666667x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,SQUARE
10,10,10,0.2,1,10,-1,-1,2,8.269150428,0.031415927,917.3084957,1000,2126.026698,structure_CIRCLE_cube_10.00x1.00x1.00_holes10x-1x-1_pore0.200_thick_0.6666666666666667x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,CIRCLE
10,10,10,0.2,1,10,-1,-1,3,3.590577122,0.017320508,964.0942288,1000,1967.128599,structure_TRIANGLE_cube_10.00x1.00x1.00_holes10x-1x-1_pore0.200_thick_0.6666666666666667x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,TRIANGLE
10,10,10,0.2,1,10,-1,-1,4,5.400000978,0.02,945.9999902,1000,2030.49791,structure_DIAMOND_cube_10.00x1.00x1.00_holes10x-1x-1_pore0.200_thick_0.6666666666666667x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,DIAMOND
10,10,10,0.2,1,10,-1,-1,5,6.387469749,0.026286556,936.1253025,1000,2072.660338,structure_PENTAGON_cube_10.00x1.00x1.00_holes10x-1x-1_pore0.200_thick_0.6666666666666667x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,PENTAGON
10,10,10,0.2,1,10,-1,-1,6,6.942478542,0.025980762,930.5752146,1000,2089.356172,structure_HEXAGON_cube_10.00x1.00x1.00_holes10x-1x-1_pore0.200_thick_0.6666666666666667x0.4000000000000001x0.4000000000000001_outthick_1.0.stl,HEXAGON
10,10,10,0.5,1,7,-1,-1,1,28.175,0.25,718.25,1000,2437.5,structure_SQUARE_cube_10.00x1.00x1.00_holes7x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,SQUARE
10,10,10,0.5,1,7,-1,-1,2,22.79081321,0.196349541,772.0918679,1000,2123.748244,structure_CIRCLE_cube_10.00x1.00x1.00_holes7x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,CIRCLE
10,10,10,0.5,1,7,-1,-1,3,10.29205696,0.108253175,897.0794304,1000,2091.430997,structure_TRIANGLE_cube_10.00x1.00x1.00_holes7x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,TRIANGLE
10,10,10,0.5,1,7,-1,-1,4,15.159375,0.125,848.40625,1000,2096.434278,structure_DIAMOND_cube_10.00x1.00x1.00_holes7x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,DIAMOND
10,10,10,0.5,1,7,-1,-1,5,17.84941505,0.164290973,821.5058495,1000,2123.82584,structure_PENTAGON_cube_10.00x1.00x1.00_holes7x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,PENTAGON
10,10,10,0.5,1,7,-1,-1,6,19.30496229,0.162379763,806.9503771,1000,2124.734868,structure_HEXAGON_cube_10.00x1.00x1.00_holes7x-1x-1_pore0.500_thick_0.75x0.25x0.25_outthick_1.0.stl,HEXAGON
10,10,10,0.8,1,6,-1,-1,1,47.0015975,0.64,529.984025,1000,2258.880005,structure_SQUARE_cube_10.00x1.00x1.00_holes6x-1x-1_pore0.800_thick_0.6399999999999999x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,SQUARE
10,10,10,0.8,1,6,-1,-1,2,38.63747084,0.502654825,613.6252916,1000,2032.85955,structure_CIRCLE_cube_10.00x1.00x1.00_holes6x-1x-1_pore0.800_thick_0.6399999999999999x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,CIRCLE
10,10,10,0.8,1,6,-1,-1,3,18.20978912,0.277128129,817.9021088,1000,2164.20502,structure_TRIANGLE_cube_10.00x1.00x1.00_holes6x-1x-1_pore0.800_thick_0.6399999999999999x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,TRIANGLE
10,10,10,0.8,1,6,-1,-1,4,26.26559798,0.32,737.3440202,1000,2094.887095,structure_DIAMOND_cube_10.00x1.00x1.00_holes6x-1x-1_pore0.800_thick_0.6399999999999999x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,DIAMOND
10,10,10,0.8,1,6,-1,-1,5,30.78048429,0.42058489,692.1951571,1000,2101.72031,structure_PENTAGON_cube_10.00x1.00x1.00_holes6x-1x-1_pore0.800_thick_0.6399999999999999x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,PENTAGON
10,10,10,0.8,1,6,-1,-1,6,33.12013529,0.415692194,668.7986471,1000,2082.498528,structure_HEXAGON_cube_10.00x1.00x1.00_holes6x-1x-1_pore0.800_thick_0.6399999999999999x0.09999999999999998x0.09999999999999998_outthick_1.0.stl,HEXAGON
10,10,10,1.1,1,5,-1,-1,1,57.47500177,1.21,425.2499823,1000,1903.499985,structure_SQUARE_cube_10.00x1.00x1.00_holes5x-1x-1_pore1.100_thick_0.625x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,SQUARE
10,10,10,1.1,1,5,-1,-1,2,47.73712153,0.950331778,522.6287847,1000,1765.985803,structure_CIRCLE_cube_10.00x1.00x1.00_holes5x-1x-1_pore1.100_thick_0.625x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,CIRCLE
10,10,10,1.1,1,5,-1,-1,3,23.09688489,0.523945369,769.0311511,1000,1989.009983,structure_TRIANGLE_cube_10.00x1.00x1.00_holes5x-1x-1_pore1.100_thick_0.625x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,TRIANGLE
10,10,10,1.1,1,5,-1,-1,4,32.89687579,0.605,671.0312421,1000,1880.153305,structure_DIAMOND_cube_10.00x1.00x1.00_holes5x-1x-1_pore1.100_thick_0.625x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,DIAMOND
10,10,10,1.1,1,5,-1,-1,5,38.43961896,0.795168307,615.6038104,1000,1871.479254,structure_PENTAGON_cube_10.00x1.00x1.00_holes5x-1x-1_pore1.100_thick_0.625x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,PENTAGON
10,10,10,1.1,1,5,-1,-1,6,41.2300733,0.785918054,587.699267,1000,1841.433535,structure_HEXAGON_cube_10.00x1.00x1.00_holes5x-1x-1_pore1.100_thick_0.625x-0.050000000000000044x-0.050000000000000044_outthick_1.0.stl,HEXAGON
10,10,10,1.4,1,4,-1,-1,1,58.95680123,1.96,410.4319877,1000,1594.55999,structure_SQUARE_cube_10.00x1.00x1.00_holes4x-1x-1_pore1.400_thick_0.8000000000000003x-0.19999999999999996x-0.19999999999999996_outthick_1.0.stl,SQUARE
10,10,10,1.4,1,4,-1,-1,2,49.04629884,1.5393804,509.5370116,1000,1499.078527,structure_CIRCLE_cube_10.00x1.00x1.00_holes4x-1x-1_pore1.400_thick_0.8000000000000003x-0.19999999999999996x-0.19999999999999996_outthick_1.0.stl,CIRCLE
10,10,10,1.4,1,4,-1,-1,3,23.82424497,0.848704896,761.7575503,1000,1708.017783,structure_TRIANGLE_cube_10.00x1.00x1.00_holes4x-1x-1_pore1.400_thick_0.8000000000000003x-0.19999999999999996x-0.19999999999999996_outthick_1.0.stl,TRIANGLE
10,10,10,1.4,1,4,-1,-1,4,33.86880105,0.98,661.3119895,1000,1608.327744,structure_DIAMOND_cube_10.00x1.00x1.00_holes4x-1x-1_pore1.400_thick_0.8000000000000003x-0.19999999999999996x-0.19999999999999996_outthick_1.0.stl,DIAMOND
10,10,10,1.4,1,4,-1,-1,5,39.5579122,1.288041225,604.420878,1000,1596.230974,structure_PENTAGON_cube_10.00x1.00x1.00_holes4x-1x-1_pore1.400_thick_0.8000000000000003x-0.19999999999999996x-0.19999999999999996_outthick_1.0.stl,PENTAGON
10,10,10,1.4,1,4,-1,-1,6,42.40909337,1.273057344,575.9090663,1000,1568.492335,structure_HEXAGON_cube_10.00x1.00x1.00_holes4x-1x-1_pore1.400_thick_0.8000000000000003x-0.19999999999999996x-0.19999999999999996_outthick_1.0.stl,HEXAGON
10,10,10,1.7,1,3,-1,-1,1,51.49980214,2.89,485.0019786,1000,1343.57999,structure_SQUARE_cube_10.00x1.00x1.00_holes3x-1x-1_pore1.700_thick_1.4500000000000004x-0.34999999999999987x-0.34999999999999987_outthick_1.0.stl,SQUARE
10,10,10,1.7,1,3,-1,-1,2,42.51768808,2.269800692,574.8231192,1000,1257.384279,structure_CIRCLE_cube_10.00x1.00x1.00_holes3x-1x-1_pore1.700_thick_1.4500000000000004x-0.34999999999999987x-0.34999999999999987_outthick_1.0.stl,CIRCLE
10,10,10,1.7,1,3,-1,-1,3,20.25815846,1.251406708,797.4184154,1000,1383.047117,structure_TRIANGLE_cube_10.00x1.00x1.00_holes3x-1x-1_pore1.700_thick_1.4500000000000004x-0.34999999999999987x-0.34999999999999987_outthick_1.0.stl,TRIANGLE
10,10,10,1.7,1,3,-1,-1,4,29.06617666,1.445,709.3382334,1000,1323.63816,structure_DIAMOND_cube_10.00x1.00x1.00_holes3x-1x-1_pore1.700_thick_1.4500000000000004x-0.34999999999999987x-0.34999999999999987_outthick_1.0.stl,DIAMOND
10,10,10,1.7,1,3,-1,-1,5,34.02118317,1.899203643,659.7881683,1000,1316.958438,structure_PENTAGON_cube_10.00x1.00x1.00_holes3x-1x-1_pore1.700_thick_1.4500000000000004x-0.34999999999999987x-0.34999999999999987_outthick_1.0.stl,PENTAGON
10,10,10,1.7,1,3,-1,-1,6,36.55875277,1.877110063,634.4124723,1000,1300.056497,structure_HEXAGON_cube_10.00x1.00x1.00_holes3x-1x-1_pore1.700_thick_1.4500000000000004x-0.34999999999999987x-0.34999999999999987_outthick_1.0.stl,HEXAGON
5,5,5,0.5,1,4,4,4,1,35.20000086,0.25,80.99999893,125,414.0000007,structure_SQUARE_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.33333333333333326x0.33333333333333326x0.33333333333333326_outthick_1.0.stl,SQUARE
5,5,5,0.5,1,4,4,4,2,28.63775637,0.196349541,89.20280453,125,372.3920653,structure_CIRCLE_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.33333333333333326x0.33333333333333326x0.33333333333333326_outthick_1.0.stl,CIRCLE
5,5,5,0.5,1,4,4,4,3,13.13615023,0.162379763,108.5798122,125,380.4057,structure_TRI_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.33333333333333326x0.33333333333333326x0.33333333333333326_outthick_1.0.stl,TRI
5,5,5,0.5,1,4,4,4,4,19.20000057,0.164290973,100.9999993,125,375.5878786,structure_PENTAGON_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.33333333333333326x0.33333333333333326x0.33333333333333326_outthick_1.0.stl,PENTAGON
5,5,5,0.5,1,4,4,4,5,22.56806414,0.125,96.78991983,125,377.8334703,structure_DIAMOND_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.33333333333333326x0.33333333333333326x0.33333333333333326_outthick_1.0.stl,DIAMOND
5,5,5,0.5,1,4,4,4,6,24.36289899,0.108253175,94.54637626,125,376.3893328,structure_HEXAGON_cube_5.00x5.00x5.00_holes4x4x4_pore0.500_thick_0.33333333333333326x0.33333333333333326x0.33333333333333326_outthick_1.0.stl,HEXAGON
5,5,5,0.5,0.5,5,5,5,1,50,0.25,62.5,125,487.5,structure_SQUARE_cube_5.00x5.00x5.00_holes5x5x5_pore0.500_thick_0.375x0.375x0.375_outthick_0.5.stl,SQUARE
5,5,5,0.5,0.5,5,5,5,2,41.21251986,0.196349541,73.48435017,125,444.4745835,structure_CIRCLE_cube_5.00x5.00x5.00_holes5x5x5_pore0.500_thick_0.375x0.375x0.375_outthick_0.5.stl,CIRCLE
5,5,5,0.5,0.5,5,5,5,3,19.56730197,0.162379763,100.5408725,125,481.2709299,structure_TRI_cube_5.00x5.00x5.00_holes5x5x5_pore0.500_thick_0.375x0.375x0.375_outthick_0.5.stl,TRI
5,5,5,0.5,0.5,5,5,5,4,28.125,0.164290973,89.84375,125,462.7063037,structure_PENTAGON_cube_5.00x5.00x5.00_holes5x5x5_pore0.500_thick_0.375x0.375x0.375_outthick_0.5.stl,PENTAGON
5,5,5,0.5,0.5,5,5,5,5,32.93305417,0.125,83.83368228,125,462.7976679,structure_DIAMOND_cube_5.00x5.00x5.00_holes5x5x5_pore0.500_thick_0.375x0.375x0.375_outthick_0.5.stl,DIAMOND
